2014/07/19,trade3,2015/01/20,913126
2014/07/20,trade3,2015/01/20,820950
2014/07/21,trade3,2015/01/20,194492
2014/07/22,trade3,2015/01/20,160178
2014/07/23,trade3,2015/01/20,435938
2014/07/24,trade3,2015/01/20,741355
2014/07/25,trade3,2015/01/20,888689
2014/07/26,trade3,2015/01/20,571735
2014/07/27,trade3,2015/01/20,841938
2014/07/28,trade3,2015/01/20,163481
2014/07/29,trade3,2015/01/20,362415
2014/07/30,trade3,2015/01/20,400897
2014/07/31,trade3,2015/01/20,752562
2014/08/01,trade3,2015/01/20,524363
2014/08/02,trade3,2015/01/20,950286
2014/08/03,trade3,2015/01/20,604024
2014/08/04,trade3,2015/01/20,949885
2014/08/05,trade3,2015/01/20,581460
2014/08/06,trade3,2015/01/20,216551
2014/08/07,trade3,2015/01/20,455089
2014/08/08,trade3,2015/01/20,281832
2014/08/09,trade3,2015/01/20,759118
2014/08/10,trade3,2015/01/20,533348
2014/08/11,trade3,2015/01/20,291535
2014/08/12,trade3,2015/01/20,462976
2014/08/13,trade3,2015/01/20,765462
2014/08/14,trade3,2015/01/20,732703
2014/08/15,trade3,2015/01/20,377269
2014/08/16,trade3,2015/01/20,920961
2014/08/17,trade3,2015/01/20,441765
2014/08/18,trade3,2015/01/20,963002
2014/08/19,trade3,2015/01/20,953848
2014/08/20,trade3,2015/01/20,262939
2014/08/21,trade3,2015/01/20,141953
2014/08/22,trade3,2015/01/20,975298
2014/08/23,trade3,2015/01/20,359319
2014/08/24,trade3,2015/01/20,911650
2014/08/25,trade3,2015/01/20,140700
2014/08/26,trade3,2015/01/20,856534
2014/08/27,trade3,2015/01/20,703713
2014/08/28,trade3,2015/01/20,743407
2014/08/29,trade3,2015/01/20,363433
2014/08/30,trade3,2015/01/20,880023
2014/08/31,trade3,2015/01/20,335605
2014/09/01,trade3,2015/01/20,283923
2014/09/02,trade3,2015/01/20,710560
2014/09/03,trade3,2015/01/20,119126
2014/09/04,trade3,2015/01/20,742042
2014/09/05,trade3,2015/01/20,833408
2014/09/06,trade3,2015/01/20,296973
2014/09/07,trade3,2015/01/20,127786
2014/09/08,trade3,2015/01/20,465351
2014/09/09,trade3,2015/01/20,975691
2014/09/10,trade3,2015/01/20,675882
2014/09/11,trade3,2015/01/20,302879
2014/09/12,trade3,2015/01/20,929154
2014/09/13,trade3,2015/01/20,951269
2014/09/14,trade3,2015/01/20,636500
2014/09/15,trade3,2015/01/20,932544
2014/09/16,trade3,2015/01/20,324461
2014/09/17,trade3,2015/01/20,203979
2014/09/18,trade3,2015/01/20,248521
2014/09/19,trade3,2015/01/20,947731
2014/09/20,trade3,2015/01/20,770908
2014/09/21,trade3,2015/01/20,819766
2014/09/22,trade3,2015/01/20,597237
2014/09/23,trade3,2015/01/20,125534
2014/09/24,trade3,2015/01/20,717120
2014/09/25,trade3,2015/01/20,604065
2014/09/26,trade3,2015/01/20,665303
2014/09/27,trade3,2015/01/20,532420
2014/09/28,trade3,2015/01/20,865521
2014/09/29,trade3,2015/01/20,748071
2014/09/30,trade3,2015/01/20,657355
2014/10/01,trade3,2015/01/20,625924
2014/10/02,trade3,2015/01/20,251874
2014/10/03,trade3,2015/01/20,565994
2014/10/04,trade3,2015/01/20,471908
2014/10/05,trade3,2015/01/20,978073
2014/10/06,trade3,2015/01/20,246340
2014/10/07,trade3,2015/01/20,455813
2014/10/08,trade3,2015/01/20,659757
2014/10/09,trade3,2015/01/20,945731
2014/10/10,trade3,2015/01/20,717370
